id,meaning_id,example
22131,35137,"А в колхозе имени Сталина и лошадей было мало, и людей мало, а получали по триста-четыреста граммов за трудодень."
22132,35137,"А в колхозе имени Сталина и лошадей было мало, и людей мало, а получали по триста-четыреста граммов за трудодень."
22133,35137,"Вот поэтому и получали, мало получали за трудодень, а там получали хорошо."
22134,35720,"Везде колхозы были, людей в деревнях было много."
22135,45408,"Я помню даже как колхозы назывались: в Лижме был колхоз имени Ворошилова, а в Палатозере, там был колхоз ""Вперёд""."
22136,45775,"Я говорил, что сам председатель был мужик толковый, деревенский."
22137,45808,"И так всегда, когда нет порядка, ничего и нет."
22138,49304,"И людей было немного, ну, двадцать человек, двадцать семей всего."
22139,51697,"Но работали хорошо, и за трудодень получали больше, чем первый колхоз."
22140,51697,"Вот они работали."
22141,55243,"Но работали хорошо, и за трудодень получали больше, чем первый колхоз."
22142,55243,"А за трудодень получали пятьдесят граммов."
22143,55243,"Вот поэтому и получали, мало получали за трудодень, а там получали хорошо."
22144,55243,"Вот поэтому и получали, мало получали за трудодень, а там получали хорошо."
22145,58912,"А там был порядок."
22146,58917,"Там был колхоз имени Сталина."
22147,58917,"Там больше людей было, больше деревень."
22148,58917,"А в колхозе имени Сталина и лошадей было мало, и людей мало, а получали по триста-четыреста граммов за трудодень."
22149,58917,"Вот поэтому и получали, мало получали за трудодень, а там получали хорошо."
22150,58946,"Я помню даже как колхозы назывались: в Лижме был колхоз имени Ворошилова, а в Палатозере, там был колхоз ""Вперёд""."
22151,72817,"Везде колхозы были, людей в деревнях было много."
22152,72817,"Там больше людей было, больше деревень."
22153,72817,"Я говорил, что сам председатель был мужик толковый, деревенский."
22154,73144,"Но работали хорошо, и за трудодень получали больше, чем первый колхоз."
22155,73144,"Вот поэтому и получали, мало получали за трудодень, а там получали хорошо."
22156,73218,"Вот поэтому и получали, мало получали за трудодень, а там получали хорошо."
22157,73771,"Я помню даже как колхозы назывались: в Лижме был колхоз имени Ворошилова, а в Палатозере, там был колхоз ""Вперёд""."
22158,74611,"Первый колхоз в Святозере."
22159,74617,"И так всегда, когда нет порядка, ничего и нет."
22160,74632,"Но работали хорошо, и за трудодень получали больше, чем первый колхоз."
22161,74632,"Вот они работали."
22162,74632,"Вот и они тогда, поэтому и дело такое, что колхоз большой был, а порядка не было."
22163,74639,"Вот и они тогда, поэтому и дело такое, что колхоз большой был, а порядка не было."
22164,74639,"Я говорил, что сам председатель был мужик толковый, деревенский."
22165,76301,"Ну, а рядом был Чарнаволок."
22166,77143,"А здесь, председатели пьющие попадались."
22167,77273,"И так всегда, когда нет порядка, ничего и нет."
22168,77273,"Вот и они тогда, поэтому и дело такое, что колхоз большой был, а порядка не было."
22169,77273,"Вот поэтому и получали, мало получали за трудодень, а там получали хорошо."
22170,77325,"И людей было немного, ну, двадцать человек, двадцать семей всего."
22171,77325,"Первый колхоз был самый, Важинская Пристань."
22172,77798,"Я помню даже как колхозы назывались: в Лижме был колхоз имени Ворошилова, а в Палатозере, там был колхоз ""Вперёд""."
22173,77818,"Ну, а рядом был Чарнаволок."
22174,78530,"А в колхозе имени Сталина и лошадей было мало, и людей мало, а получали по триста-четыреста граммов за трудодень."
22175,78598,"И людей было немного, ну, двадцать человек, двадцать семей всего."
22176,78598,"И людей было немного, ну, двадцать человек, двадцать семей всего."
22177,81943,"А здесь, председатели пьющие попадались."
22178,86485,"Я помню даже как колхозы назывались: в Лижме был колхоз имени Ворошилова, а в Палатозере, там был колхоз ""Вперёд""."
22179,86485,"Везде колхозы были, людей в деревнях было много."
22180,86485,"Первый колхоз в Святозере."
22181,86485,"Там был колхоз имени Сталина."
22182,86485,"Председателем был Сеппя."
22183,86485,"Первый колхоз был самый, Важинская Пристань."
22184,86485,"А в колхозе имени Сталина и лошадей было мало, и людей мало, а получали по триста-четыреста граммов за трудодень."
22185,86485,"Вот и они тогда, поэтому и дело такое, что колхоз большой был, а порядка не было."
22186,86486,"Я помню даже как колхозы назывались: в Лижме был колхоз имени Ворошилова, а в Палатозере, там был колхоз ""Вперёд""."
22187,86487,"А за трудодень получали пятьдесят граммов."
22188,86488,"А за трудодень получали пятьдесят граммов."
22189,86488,"А в колхозе имени Сталина и лошадей было мало, и людей мало, а получали по триста-четыреста граммов за трудодень."
22190,86489,"А в колхозе имени Сталина и лошадей было мало, и людей мало, а получали по триста-четыреста граммов за трудодень."
22191,86490,"А в колхозе имени Сталина и лошадей было мало, и людей мало, а получали по триста-четыреста граммов за трудодень."
22192,86492,"И так всегда, когда нет порядка, ничего и нет."
22193,86492,"Вот и они тогда, поэтому и дело такое, что колхоз большой был, а порядка не было."
22194,86492,"А там был порядок."
22195,86495,"Вот и они тогда, поэтому и дело такое, что колхоз большой был, а порядка не было."
22196,86495,"Вот поэтому и получали, мало получали за трудодень, а там получали хорошо."
22197,3484,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22198,3487,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22199,3487,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22200,3487,"Он руководил с 52-го года и покинул хор в 57-м году."
22201,3487,"Он руководил с 52-го года и покинул хор в 57-м году."
22202,3487,"Всегда поём, вот и я пою уже с 52-го года."
22203,3489,"Я пришла в хор, в то время, когда им руководил Шашкин, Василий Иванович Шашкин."
22204,3489,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22205,3489,"Всегда поём, вот и я пою уже с 52-го года."
22206,3559,"Карелов в нашем хоре три человека."
22207,3559,"Всего трое человек."
22208,14880,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22209,14880,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22210,14880,"Там у неё дом."
22211,14881,"Там у неё дом."
22212,15779,"Карелов в нашем хоре три человека."
22213,15878,"Он руководил с 52-го года и покинул хор в 57-м году."
22214,16079,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22215,23848,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22216,23857,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22217,23857,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22218,23857,"Он руководил с 52-го года и покинул хор в 57-м году."
22219,23857,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22220,23857,"Здесь поём, руководителем здесь поёт и там поёт."
22221,23858,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22222,23858,"Всегда поём, вот и я пою уже с 52-го года."
22223,23899,"Сейчас немного людей в хор ходит."
22224,33485,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22225,34403,"Сейчас немного людей в хор ходит."
22226,34405,"Карелов в нашем хоре три человека."
22227,34410,"Я пришла в хор, в то время, когда им руководил Шашкин, Василий Иванович Шашкин."
22228,34410,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22229,34410,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22230,34419,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22231,34419,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22232,34419,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22233,34419,"Там у неё дом."
22234,34419,"Карелов в нашем хоре три человека."
22235,34816,"Карелов в нашем хоре три человека."
22236,45763,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22237,45763,"Он руководил с 52-го года и покинул хор в 57-м году."
22238,47549,"Он руководил с 52-го года и покинул хор в 57-м году."
22239,47551,"Он руководил с 52-го года и покинул хор в 57-м году."
22240,49304,"Всего трое человек."
22241,51697,"Он руководил с 52-го года и покинул хор в 57-м году."
22242,51704,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22243,51704,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22244,55301,"Живёт там, в Кончезере."
22245,57498,"Здесь поём, руководителем здесь поёт и там поёт."
22246,57498,"Здесь поём, руководителем здесь поёт и там поёт."
22247,57498,"Здесь поём, руководителем здесь поёт и там поёт."
22248,57498,"Всегда поём, вот и я пою уже с 52-го года."
22249,57498,"Всегда поём, вот и я пою уже с 52-го года."
22250,58382,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22251,58382,"Сейчас немного людей в хор ходит."
22252,58426,"Они раз в неделю на репетицию приезжают."
22253,58447,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22254,58448,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22255,58916,"Здесь поём, руководителем здесь поёт и там поёт."
22256,58916,"Живёт там, в Кончезере."
22257,58916,"Там у неё дом."
22258,59177,"Они раз в неделю на репетицию приезжают."
22259,72576,"Он руководил с 52-го года и покинул хор в 57-м году."
22260,72576,"Всегда поём, вот и я пою уже с 52-го года."
22261,73051,"Они раз в неделю на репетицию приезжают."
22262,74589,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22263,74589,"Сейчас немного людей в хор ходит."
22264,74589,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22265,74632,"Они раз в неделю на репетицию приезжают."
22266,77143,"Здесь поём, руководителем здесь поёт и там поёт."
22267,77143,"Здесь поём, руководителем здесь поёт и там поёт."
22268,77292,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22269,77292,"Всегда поём, вот и я пою уже с 52-го года."
22270,77311,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22271,77902,"Я пришла в хор, в то время, когда им руководил Шашкин, Василий Иванович Шашкин."
22272,77902,"Я пришла в хор, в то время, когда им руководил Шашкин, Василий Иванович Шашкин."
22273,86487,"Он руководил с 52-го года и покинул хор в 57-м году."
22274,88252,"Я пришла в хор, в то время, когда им руководил Шашкин, Василий Иванович Шашкин."
22275,88252,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22276,88252,"Он руководил с 52-го года и покинул хор в 57-м году."
22277,88252,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22278,88252,"Карелов в нашем хоре три человека."
22279,88253,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22280,88254,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22281,88254,"Он пришёл вначале, на следующий год на работу и в хор, и я пришла на следующий год на работу и в хор."
22282,88255,"Он руководил с 52-го года и покинул хор в 57-м году."
22283,88255,"Всегда поём, вот и я пою уже с 52-го года."
22284,88256,"Ну, а после него много было (руководителей): Зоя Дубалова, Саша Сорокин был, Галина Георгиевна Курашова, и вот сейчас её дочь Юлия."
22285,88257,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22286,88257,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22287,88258,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22288,88259,"Сейчас хор из двух, две группы: одна группа в Спасской Губе, вторая  в Кончезере."
22289,88260,"Они раз в неделю на репетицию приезжают."
22290,88261,"Всего трое человек."
22291,88262,"Всегда поём, вот и я пою уже с 52-го года."
22292,74647,"Как угодно пришла бы со свежей рыбкой, [чтобы] застать твое тепло [на этом свете], хоть в последний разок в этих светлых местах."
22293,74663,"Скоро наступят красивые денечки ясного летушка."
22294,77320,"Хоть после того, как заснет крепким сном, покажись во сне, какова будет жизнь на том свете."
22295,89763,"(Приходит, ищет в избе:) Дай-ка, горемычная женщина, поищу теплоту (ласки) моего дорогого милостивого, в тех местах, где он сидел по многу раз."
22296,89763,"В тех местах, где он бывал, хочу найти его теплоту (ласку)."
22297,89763,"Весь обряжен в необычные одеяния, и одет в необычные одежушки. И белое личико его побледнело."
22298,89763,"И пойдет ли в красивый лесок, у ней будут большие печали, большие обидушки."
22299,89763,"Пусть будут у ней дни повеселее."
22300,89764,"(На этом дочь заканчивает этот плач)."
22301,90053,"Скоро наступят красивые денечки ясного летушка."
22302,90053,"А для дорогой женщины милостивой темнее темных туч станет это ясное летушко."
22303,90808,"Попытаюсь я, кручинная женщина, отдать тебе низкий земной поклон."
22304,91076,"А теперь, как пришла в этот раз, ой, мой дорогой мужчина милостивый, так аж на восемь замков заперт твой язычок жаворонка, и на костяные замочки заперт твой язычок жаворонка."
22305,91076,"Ой, мой дорогой мужчина милостивый, не смогла я прийти ко времени отхода твоего тепла (ласки)."
22306,91076,"Ой, мой дорогой мужчина милостивый, как же я твои ласки и милости забуду?"
22307,91647,"А теперь в этот раз, гормычная женщина, как приехала, так во дворике моего дорогого мужчины елочки до колена повыросли."
22308,91647,"(Приходит, ищет в избе:) Дай-ка, горемычная женщина, поищу теплоту (ласки) моего дорогого милостивого, в тех местах, где он сидел по многу раз."
22309,91647,"И не могу я, моя красивая дорогая милостивая, найти в тех светлых местах теплоту (ласку) моего дорогого мужчины милостивого."
22310,91647,"И не могу я, моя красивая дорогая милостивая, найти в тех светлых местах теплоту (ласку) моего дорогого мужчины милостивого."
22311,91647,"А теперь, как пришла, так уже ласки и милости моего дорогого милостивого и моего дорогого мужчины милостивого к дорогим прародителям отошли."
22312,91647,"А теперь, как пришла, так уже ласки и милости моего дорогого милостивого и моего дорогого мужчины милостивого к дорогим прародителям отошли."
22313,91647,"А теперь, как пришла, так уже ласки и милости моего дорогого милостивого и моего дорогого мужчины милостивого к дорогим прародителям отошли."
22314,91647,"Каждый раз встречал он ласковыми словами, в строениях моих дорогих милостивых."
22315,91647,"Хоть и приходила частенько, ой мой дорогой мужчина милостивый, так не смогла попасть к отходу твоего тепла (ласки)."
22316,91647,"Оставил восемь подоконников (букв. оконных косяков)  дорогой женщине милостивой."
22317,91647,"А для дорогой женщины милостивой темнее темных туч станет это ясное летушко."
22318,49327,"Постарайся, мое перышко, приласкать его ласковыми словами не прилетит ли он хоть птицей-бабочкой. И как заснешь крепким сном, так не покажется ли во сне и не поговорит ли с тобой."
22319,74647,"Как стало отходить его тепло, тогда сказал: ""Не пришла моя созданная в последний разочек повидаться и поговорить со мной""."
22320,77320,"Может, когда и обидел тебя, может в какой большой печали говорил тебе горькие слова? Так уж ты, моя созданная, не поминай его лихим словом."
22321,89763,"И на том, мое перышко, кончились его ласки и милости."
22322,89763,"(Вот и ее плач.)"
22323,89994,"Вспоминал тебя, моя горемычная, много раз и выглядывал в красивое окошечко, не идет ли его созданная к отходу его тепла."
22324,91076,"2. Ой, моя созданная, хоть приходила ты частенько, так твой дорогой мужчина милостивый встречал тебя каждый раз, и твоих, тобой выношенных встречал."
22325,91242,"Может, когда и обидел тебя, может в какой большой печали говорил тебе горькие слова? Так уж ты, моя созданная, не поминай его лихим словом."
22326,89763,"А теперь, гляди, не будет больше ни слышно, ни видно его следов."
22327,89777,"Все созданные, вспомните, какими дорогами ходил наш дорогой мужчина милостивый."
22328,89868,"А теперь уже, гляди, идут последние часочки, ой, мой дорогой мужчина милостивый, попрощайся навечно с красными окошечками, теперь уходишь в неизведанные путь-дороженьки."
22329,89868,"Теперь уходишь в неизвестные дороженьки, и неизведанные (неведомые) шаги измерять."
22330,89868,"Нынче смотри, отправляешься в невозвратную дороженьку, и твоих следочков больше не увидим и не услышим."
22331,89868,"Много раз ходил он в [läylemäd?] теплую баенку. И веселая пристань на берегу, дайте моему дорогому мужчине милостивому, моему ласковому хорошему [прощение], теперь уходит в невозвратную дороженьку."
22332,89868,"Теперь уходит, видно, в невозвратную дороженьку, безвестные (неведомые) шаги отмерять."
22333,91076,"— Как станут выносить, потом плачут:) Ой, мой дорогой мужчина милостивый, теперь, смотри, наступает близкое времечко."
22334,91076,"А теперь уже, гляди, идут последние часочки, ой, мой дорогой мужчина милостивый, попрощайся навечно с красными окошечками, теперь уходишь в неизведанные путь-дороженьки."
22335,91076,"Все созданные, вспомните, какими дорогами ходил наш дорогой мужчина милостивый."
22336,91077,"А теперь уже, гляди, идут последние часочки, ой, мой дорогой мужчина милостивый, попрощайся навечно с красными окошечками, теперь уходишь в неизведанные путь-дороженьки."
22337,91077,"Теперь дай твоим перышкам (обласканным — ?) в эти последние минуточки вековечное прощение. Поклонитесь, мои милые выношенные, низким земным поклоном."
22338,91647,"Все созданные, вспомните, какими дорогами ходил наш дорогой мужчина милостивый."
22339,91647,"Подите все, ой мои созданные, на красивую улицу, дайте своему дорогому мужчине милостивому вековечное прощеньице."
22340,91647,"Много раз ходил он в [läylemäd?] теплую баенку. И веселая пристань на берегу, дайте моему дорогому мужчине милостивому, моему ласковому хорошему [прощение], теперь уходит в невозвратную дороженьку."
22341,45775,"(Смотри, сама плачу.)"
22342,89763,"Ой, мои созданные, теперь смотрите, больше не увидим его следов: теперь уходит на тот свет с молитвами."
22343,89763,"Нынче, ой мои обласканные, смотрите, его ласки и милости, засыпали последние ласки, больше не услышим и не увидим его следочков."
22344,91014,"Наш ласковый хороший здесь последние минуточки, теперь закроют меж четырех досок его ласки и милости."
22345,91076,"4. Теперь, смотрите, мои милые перышки, своему дорогому мужчине милостивому дайте вековечное прощеньице."
22346,91077,"Наш ласковый хороший здесь последние минуточки, теперь закроют меж четырех досок его ласки и милости."
22347,91077,"Нынче, ой мои обласканные, смотрите, его ласки и милости, засыпали последние ласки, больше не услышим и не увидим его следочков."
22348,16127,"(Вот это старшая сестра причитывает, сначала от себя)."
22349,89763,"А мы, горемычные детки, как встали рядом с ней, так попробуем большой артелью ласковыми словечками обласкать."
22350,90263,"А дай-ка я попытаюсь, как твои (?) милые созданные, как ты всех пятерых оставила, а я, горемычная, самая большая в этой артели, дай-ка обниму вас, подойдите-ка, горемычные дети, поближе к нашей дорогой женщине милостивой."
22351,91014,"Больше не приласкает теплыми словечками, и не обнимет своими двумя ручками [букв. десятью пальцами]."
22352,91076,"5. А дай-ка попытаюсь посмотреть, ой, моя дорогая женщина милостивая, по-всякому попытаюсь тебя снарядить (обрядить)."
22353,91076,"А теперь в это хлопотное утречко не смогла уж, горемычная женщина, с тобой и язычком жаворонка заговорить: все скрылось, ой, моя дорогая женщина милостивая, девять месяцев носившая, твоя теплота уж очень быстро (?) отошла."
22354,91076,"Ой, моя дорогая женщина милостивая, как оставила на меня, жалкое дитя, большую артель в одном чреве выпестованных, мне на сухоту да на заботушку."
22355,91076,"А дай-ка я попытаюсь, как твои (?) милые созданные, как ты всех пятерых оставила, а я, горемычная, самая большая в этой артели, дай-ка обниму вас, подойдите-ка, горемычные дети, поближе к нашей дорогой женщине милостивой."
22356,91647,"А дай-ка я попытаюсь, как твои (?) милые созданные, как ты всех пятерых оставила, а я, горемычная, самая большая в этой артели, дай-ка обниму вас, подойдите-ка, горемычные дети, поближе к нашей дорогой женщине милостивой."
22357,91647,"Теперь уже, созданные, вы рядом со своей дорогой милостивой."
22358,89763,"Ой, красивые строеньица, глядите теперь, в этих местах она бывала много раз. А теперь, обласканные перышки, проводим ее в неизведанные дороженьки."
22359,89763,"Любила [она] варить свежую рыбку, свежую кипучую рыбку, много раз в этом местечке. А теперь и следочков ее не будет ни видно и ни слышно."
22360,89763,"Ласковые соседи и ясные родственнички, не говорила ли кому обидных слов, так не поминайте уж, почившую, грубыми словами. Она уходит теперь в неизведанные дороженьки, по неведомым следочкам [ступать]."
22361,89763,"И теплая баенка, ведь моя дорогая женщина милостивая очень часто [в баню] ходила. Теперь, гляди, пошла в невозвратную дороженьку, так уже в этих местах не будет, не услышим и не увидим ее следочков."
22362,89868,"Теперь ты уходишь, ой, моя дорогая женщина милостивая, в неизведанные (незнакомые) дороженьки, неведомые шаги отмеривать, а нас большую артель оставляешь."
22363,89868,"Теперь, гляди, уходишь в невозвратную дороженьку."
22364,89868,"Ой, красивые строеньица, глядите теперь, в этих местах она бывала много раз. А теперь, обласканные перышки, проводим ее в неизведанные дороженьки."
22365,89868,"Ласковые соседи и ясные родственнички, не говорила ли кому обидных слов, так не поминайте уж, почившую, грубыми словами. Она уходит теперь в неизведанные дороженьки, по неведомым следочкам [ступать]."
22366,90133,"Ой, красивые строеньица, глядите теперь, в этих местах она бывала много раз. А теперь, обласканные перышки, проводим ее в неизведанные дороженьки."
22367,90182,"И теплая баенка, ведь моя дорогая женщина милостивая очень часто [в баню] ходила. Теперь, гляди, пошла в невозвратную дороженьку, так уже в этих местах не будет, не услышим и не увидим ее следочков."
22368,91077,"Теперь, смотри, наступают очень скорые сроки, последние минуточки."
22369,91077,"Ой, теплые печеньки, дайте дорогой женщине милостивой, ведь последние минуточки настали, дайте вековечное прощеньице."
22370,91077,"Ласковые соседи и ясные родственнички, не говорила ли кому обидных слов, так не поминайте уж, почившую, грубыми словами. Она уходит теперь в неизведанные дороженьки, по неведомым следочкам [ступать]."
22371,91647,"А теперь нас, несчастных детей, покидаешь, на милость моего дорогого мужчины милостивого оставляешь. Как мы будем по твоим следочкам ходить (жить?)."
22372,91647,"Ой, теплые печеньки, дайте дорогой женщине милостивой, ведь последние минуточки настали, дайте вековечное прощеньице."
22373,91647,"Ой, красивые улочки, дайте моей дорогой женщине милостивой последний разок вековечное прощеньице."
22374,91647,"Ой, веселые пристани на берегу, дайте вековечное прощеньице моей дорогой женщине милостивой, очень много раз хаживала [здесь]."
22375,35064,"А сама и думаю, ведь дорогая женщина милостивая, [мать] моего ласкового хорошего, каждый раз, до этого приезда, встречала на крылечке, а теперь, гляди, не слышно ее голосочка, и [не видно] ее следочков."
22376,45775,"А сама и думаю, ведь дорогая женщина милостивая, [мать] моего ласкового хорошего, каждый раз, до этого приезда, встречала на крылечке, а теперь, гляди, не слышно ее голосочка, и [не видно] ее следочков."
22377,57076,"(Смотри, это невестка причитывает матушке [свекрови].)"
22378,72814,"(Смотри, это невестка причитывает матушке [свекрови].)"
22379,77320,"Попробую ласковыми словами приласкать: но она никаких слов потухшей (?) женщине не говорит и не спрашивает в этот раз про моих созданных."
22380,77941,"Попробую ласковыми словами приласкать: но она никаких слов потухшей (?) женщине не говорит и не спрашивает в этот раз про моих созданных."
22381,89763,"А как посмотрела я на нее, так она, дорогая женщина милостивая, [мать] моего ласкового хорошего, перед доблестными прародителями с правой стороны уложена."
22382,89763,"Как стала я, жалкая женщина, до нее дотрагиваться, так лютым холодом на меня в этот раз повеяло."
22383,89764,"(Смотри, это невестка причитывает матушке [свекрови].)"
22384,89994,"Ой, несчастная женщина, большую ошибку допустила, как не успела, мой ласковый хороший, к отходу ее теплоты."
22385,90808,"Дорогая женщина милостивая, я поклонюсь тебе низким земным поклоном, как ты наставляла меня жить с твоим созданным."
22386,91037,"Все пытаюсь, тоскливая (?), заговорить с ней, но ее язык жаворонка восемью замками заперт, и за костяными замками закрыт."
22387,91647,"А я, жалкая женщина, пришла к дорогой женщине милостивой, [матери] моего ласкового хорошего . А из ее красивых строений веет лютым холодом."
22388,91647,"А сама и думаю, ведь дорогая женщина милостивая, [мать] моего ласкового хорошего, каждый раз, до этого приезда, встречала на крылечке, а теперь, гляди, не слышно ее голосочка, и [не видно] ее следочков."
22389,91647,"А-как стала осматривать красивые строеньица, так дорогая женщина милостивая, [мать] моего ласкового хорошего уложена перед дорогими прародителями и в необычную одеженьку обряжена."
22390,89763,"Видишь, уже муж умер, приходит с детьми, так он все ухаживал за ними и учил, она так и причитывает.)"
22391,89764,"Видишь, уже муж умер, приходит с детьми, так он все ухаживал за ними и учил, она так и причитывает.)"
22392,90688,"(На этом кончается батюшке."
22393,91233,"Как живу, несчастная женщина, со своими созданными, скажи без утайки обо мне, удрученной женщине."
